"screen","exposure","outcome","beta","se","t_value","p_value","n","df","weight","exp_label","out_label","chem_class","out_domain","type","p_fdr_global","p_bonf_global","sig_nominal","sig_fdr05","sig_fdr01","sig_bonf","direction"
"Expanded","log_LBXBMN","log_HOMA_IR",0.155254931869411,0.0405980026030002,3.82420123934712,0.0065066288684735,2342,7,NA,"Blood manganese","log_HOMA_IR","Heavy metals","Metabolic","continuous",0.176690212563841,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPMM","LBXWBCSI",0.662967286862748,0.162682058775269,4.07523295349107,0.00653712200437405,1554,6,NA,"log_URXPMM","WBC","PAHs","Hematology","continuous",0.176690212563841,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXBPB","BMXWAIST",-4.28890024610924,0.633609932517959,-6.76899149775823,0.00658850854058208,4756,NA,"WTMEC2YR","Blood lead","Waist circumference","Heavy metals","Anthropometric","continuous",0.176690212563841,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBMN","LBXSBU",-1.29114145943979,0.339326205703179,-3.8050154622281,0.00667105773280676,4832,7,NA,"Blood manganese","BUN","Heavy metals","Kidney","continuous",0.176690212563841,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXPFNA","LBXRBCSI",0.0664527191728602,0.0174911705689318,3.79921509032078,0.00672165520478591,1595,7,NA,"PFNA","RBC count","PFAS","Hematology","continuous",0.176690212563841,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXBPB","BMXBMI",-1.91499707761654,0.285815149615286,-6.70012446923882,0.00678338820138651,4944,NA,"WTMEC2YR","Blood lead","BMI","Heavy metals","Anthropometric","continuous",0.176690212563841,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMB3","log_LBXSGB",-0.0161834500947735,0.00400866054779009,-4.03712160255006,0.00682494383293807,1545,6,NA,"log_URXMB3","log_LBXSGB","Phthalates","Other","continuous",0.176690212563841,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP1","log_LBXHSCRP",-0.0790198551309157,0.0196149467203988,-4.02855313640683,0.00689158835659015,1580,6,NA,"log_URXOP1","CRP (log)","Other","Inflammation","continuous",0.176778725183725,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUPB","BMXWAIST",-3.84897929289707,1.03753647400449,-3.7097291414166,0.00755751761583047,1551,7,NA,"Urinary lead","Waist circumference","Urinary metals/elements","Anthropometric","continuous",0.190456424429132,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBPB","log_HOMA_IR",-0.122105766639184,0.0329181478384496,-3.70937536456895,0.00756103830888184,2342,7,NA,"Blood lead","log_HOMA_IR","Heavy metals","Metabolic","continuous",0.190456424429132,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXAMC","eGFR",2.87004913573511,0.728592456070625,3.93916943803342,0.00763190674242428,1545,6,NA,"log_URXAMC","eGFR (kidney)","VOC metabolites","Kidney","continuous",0.190525100462663,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP2","PHQ9_total",0.294833694523157,0.0755335179950472,3.90334916669033,0.00795317176852807,1492,6,NA,"log_URXOP2","PHQ-9 depression score","Other","Mental health","continuous",0.196788214732783,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXAAM","LBXSUA",-0.18680928891883,0.0481208145342063,-3.88208908612796,0.0081509661443339,1545,6,NA,"log_URXAAM","Uric acid","VOC metabolites","Metabolic","continuous",0.199913169645242,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBMN","LBXRBCSI",0.216504221523816,0.0199811545356737,10.8354210031896,0.00841012924371505,4941,NA,"WTMEC2YR","Blood manganese","RBC count","Heavy metals","Hematology","continuous",0.204475837960237,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPHE","LBXSTB",-0.0497647312784742,0.0129689055635243,-3.83723445549946,0.00858651347684854,1545,6,NA,"log_URXPHE","Total bilirubin","PAHs","Liver","continuous",0.206386086051162,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP01","PHQ9_total",0.441935213223648,0.11531954272155,3.83226643805501,0.0086363276351881,1465,6,NA,"1-Hydroxynaphthalene (PAH)","PHQ-9 depression score","PAHs","Mental health","continuous",0.206386086051162,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBPM","LBXSUA",-0.0963463102547927,0.0252132721437708,-3.82125373118602,0.00874790286863604,1545,6,NA,"log_URXBPM","Uric acid","VOC metabolites","Metabolic","continuous",0.206783319805377,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHBP","BMXWAIST",-2.68821960677132,0.750215253540597,-3.58326439523113,0.00893711905097986,1542,7,NA,"MHBP (phthalate)","Waist circumference","Phthalates","Anthropometric","continuous",0.206783319805377,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBSE","log_LBXHSCRP",-0.495075323927198,0.138269542241522,-3.580508880708,0.00897006432401065,4828,7,NA,"Blood selenium","CRP (log)","Heavy metals","Inflammation","continuous",0.206783319805377,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXPFDE","log_LBXHSCRP",-0.187935407674091,0.0525433361135555,-3.57676960724247,0.00901498188262733,1594,7,NA,"PFDeA","CRP (log)","PFAS","Inflammation","continuous",0.206783319805377,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX34M","log_LBXSTR",0.0565315473186823,0.0148971834892893,3.79478089662568,0.00902273426904721,1545,6,NA,"log_URX34M","log_LBXSTR","Other","Other","continuous",0.206783319805377,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP5","LBXSBU",0.586179773353741,0.155421326924185,3.77155300983681,0.00927180456232165,1581,6,NA,"log_URXOP5","BUN","Other","Kidney","continuous",0.210763947611799,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP1","LBXGLU",4.50510663534985,1.19993832515919,3.7544484919691,0.00946010252741499,776,6,NA,"log_URXOP1","Fasting glucose","Other","Metabolic","continuous",0.210965972836548,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP03","PHQ9_total",0.444706042383955,0.118664031979434,3.74760603500333,0.00953661589146609,1474,6,NA,"3-Hydroxyfluorene (PAH)","PHQ-9 depression score","PAHs","Mental health","continuous",0.210965972836548,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXBSE","LBXHGB",2.14003040142553,0.210943116294336,10.1450591942497,0.00957672591860451,4941,NA,"WTMEC2YR","Blood selenium","Hemoglobin","Heavy metals","Hematology","continuous",0.210965972836548,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXAMC","LBXSUA",-0.185580664984662,0.0495736869892737,-3.74353162444456,0.00958250305802633,1545,6,NA,"log_URXAMC","Uric acid","VOC metabolites","Metabolic","continuous",0.210965972836548,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMB3","LBXWBCSI",0.580927959532122,0.15584729662883,3.72754595105796,0.00976492228530978,1554,6,NA,"log_URXMB3","WBC","Phthalates","Hematology","continuous",0.213302521169735,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP5","BMXBMI",-0.791009159668392,0.225997943818731,-3.50007237367985,0.00999206654733797,1600,7,NA,"log_URXOP5","BMI","Other","Anthropometric","continuous",0.216572233072535,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMAL","LBXSBU",1.11776651590812,0.303208084161219,3.68646673455379,0.0102516355318957,1587,6,NA,"log_URXMAL","BUN","Phthalates","Kidney","continuous",0.220489022670618,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUCD","log_LBXHSCRP",0.163525877947651,0.0445123205256754,3.67372170258629,0.010408067275058,1587,6,NA,"Urinary cadmium","CRP (log)","Urinary metals/elements","Inflammation","continuous",0.222144703061543,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBMA","log_LBXHSCRP",-0.139886392384726,0.0382005262126072,-3.66189700126591,0.0105555735668626,1543,6,NA,"log_URXBMA","CRP (log)","VOC metabolites","Inflammation","continuous",0.223062523568549,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBSE","LBXSTB",0.200473088324504,0.058014055927653,3.45559511602681,0.0106106279093766,4834,7,NA,"Blood selenium","Total bilirubin","Heavy metals","Liver","continuous",0.223062523568549,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URX2MH","LBXRBCSI",-0.0441055565263693,0.0121124029360867,-3.64135479632741,0.0108173685099851,1554,6,NA,"log_URX2MH","RBC count","Other","Hematology","continuous",0.22529396421652,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX24D","avg_DBP",-1.32647518892962,0.365086262655806,-3.63331991535433,0.0109217182938337,1524,6,NA,"log_URX24D","avg_DBP","Other","Cardiovascular","continuous",0.22529396421652,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXAMC","LBXSBU",-0.778633782018414,0.214717477803508,-3.6263176616249,0.011013567289771,1545,6,NA,"log_URXAMC","BUN","VOC metabolites","Kidney","continuous",0.22529396421652,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUTU","LBXSBU",0.732541007949531,0.202114624181924,3.62438398960269,0.0110390819376478,1589,6,NA,"log_URXUTU","BUN","Urinary metals/elements","Kidney","continuous",0.22529396421652,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URX2MH","log_LBXSTR",0.0585941262532528,0.0162434161546098,3.60725389878188,0.0112679930373429,1545,6,NA,"log_URX2MH","log_LBXSTR","Other","Other","continuous",0.228299337191382,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXBMN","log_LBXSAPSI",0.0609535033136365,0.0179609789838812,3.3936626376735,0.0115416809334723,4833,7,NA,"Blood manganese","Alk Phosphatase (log)","Heavy metals","Liver","continuous",0.230366180401025,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXBPB","log_LBXSASSI",0.0389217390746356,0.0114780984545395,3.39095706739146,0.0115843110331036,4820,7,NA,"Blood lead","log_LBXSASSI","Heavy metals","Other","continuous",0.230366180401025,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUCS","LBXSBU",-1.08331603779271,0.30244579405671,-3.58185188579472,0.0116171786253736,1589,6,NA,"Urinary cesium","BUN","Urinary metals/elements","Kidney","continuous",0.230366180401025,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUMN","log_LBXSAPSI",0.0319272526334533,0.00895856719757738,3.56387934915387,0.0118714665349304,1588,6,NA,"log_URXUMN","Alk Phosphatase (log)","Urinary metals/elements","Liver","continuous",0.23375084811032,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_LBXVBZ","PHQ9_total",0.727308860187401,0.216187555541507,3.36424942853734,0.0120143345873918,2166,7,"WTMEC2YR","Blood benzene","PHQ-9 depression score","Blood VOCs","Mental health","continuous",0.234909646897535,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP04","LBXWBCSI",0.401235242643728,0.113374101936832,3.53903789127504,0.0122331326030072,1588,6,NA,"2-Hydroxyfluorene (PAH)","WBC","PAHs","Hematology","continuous",0.237526658041723,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUMO","avg_DBP",-2.78391610343746,0.789308926308064,-3.52702979866075,0.01241231102268,1561,6,NA,"log_URXUMO","avg_DBP","Urinary metals/elements","Cardiovascular","continuous",0.238876092780172,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUBA","log_LBXIN",0.104943949527063,0.0298040234718836,3.52113363573428,0.0125013503772945,778,6,NA,"log_URXUBA","log_LBXIN","Urinary metals/elements","Metabolic","continuous",0.238876092780172,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMZP","LBXRBCSI",-0.0289386261847194,0.00822740631133468,-3.51734496749619,0.0125589362083996,1595,6,NA,"MBzP (phthalate)","RBC count","Phthalates","Hematology","continuous",0.238876092780172,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUSB","LBXWBCSI",0.50566117486911,0.144262128677212,3.50515536895017,0.01274620872863,1599,6,NA,"log_URXUSB","WBC","Urinary metals/elements","Hematology","continuous",0.239608660170961,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_SSGLYP","LBXGH",0.0764088173292824,0.0230162150018228,3.31978204597198,0.0127688449089675,1388,7,"WTSSBJ2Y","Glyphosate (surplus serum)","HbA1c","Surplus serum","Metabolic","continuous",0.239608660170961,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUBA","log_HOMA_IR",0.117261970379631,0.0336043471463103,3.48948812691059,0.0129914524068069,778,6,NA,"log_URXUBA","log_HOMA_IR","Urinary metals/elements","Metabolic","continuous",0.241571150479663,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMHBP","PHQ9_total",0.398606239102222,0.114450776817676,3.48277443094349,0.0130981340086307,1493,6,NA,"MHBP (phthalate)","PHQ-9 depression score","Phthalates","Mental health","continuous",0.241571150479663,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_LBXVBZ","LBXSTR",15.8904454446087,4.81624900874677,3.29934050663703,0.0131326233451033,2319,7,"WTMEC2YR","Blood benzene","Triglycerides","Blood VOCs","Metabolic","continuous",0.241571150479663,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMOH","log_LBXSASSI",-0.0469516741489142,0.0135269419315215,-3.47097476921254,0.0132879825821137,1575,6,NA,"MEOHP (phthalate)","log_LBXSASSI","Phthalates","Other","continuous",0.242831367971176,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP6","avg_SBP",-4.03359874196208,1.16736269638148,-3.45530892366629,0.013544741348584,1520,6,NA,"log_URXOP6","avg_SBP","Other","Cardiovascular","continuous",0.24591621305611,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCYHA","LBXTC",-3.45945133148319,1.00639856011177,-3.43745655905846,0.0138440254665214,1548,6,NA,"log_URXCYHA","Total cholesterol","VOC metabolites","Metabolic","continuous",0.248920664964674,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMOH","avg_DBP",-1.35142373810023,0.393881797932989,-3.43103881720919,0.0139533899449771,1518,6,NA,"MEOHP (phthalate)","avg_DBP","Phthalates","Cardiovascular","continuous",0.248920664964674,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXHPM","LBXWBCSI",0.371937292505592,0.108447821443374,3.42964282320599,0.0139773048638962,1554,6,NA,"HPMA (acrolein metabolite)","WBC","VOC metabolites","Hematology","continuous",0.248920664964674,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXPFUA","log_LBXSAPSI",-0.0467050119443931,0.0143822169734625,-3.24741394394002,0.0141076344837568,1591,7,NA,"PFUA","Alk Phosphatase (log)","PFAS","Liver","continuous",0.249590356667831,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXP06","BMXBMI",1.33258627919643,0.259167216224856,5.14180110666568,0.014254011780731,1669,NA,"WTSA2YR","1-Hydroxyphenanthrene","BMI","PAHs","Anthropometric","continuous",0.249590356667831,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP3","LBXSBU",0.398264195608297,0.116723080460564,3.41204322261572,0.0142827099666856,1578,6,NA,"log_URXOP3","BUN","Other","Kidney","continuous",0.249590356667831,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHEM","LBXWBCSI",0.364756338598217,0.107267691257186,3.40043058933442,0.0144882444120566,1554,6,NA,"log_URXHEM","WBC","Other","Hematology","continuous",0.251609511652859,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMHBP","log_LBXSASSI",-0.0389472593184474,0.0114935592519774,-3.38861604700447,0.0147006987567521,1575,6,NA,"MHBP (phthalate)","log_LBXSASSI","Phthalates","Other","continuous",0.253074142615873,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBDCP","BMXBMI",0.824580876937496,0.256486356482893,3.21491126563098,0.0147571793818227,1596,7,NA,"log_URXBDCP","BMI","Other","Anthropometric","continuous",0.253074142615873,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMC1","LBXSBU",0.798597031714377,0.236219163960332,3.38074616100361,0.0148441199531485,1578,6,NA,"MCNP (phthalate)","BUN","Phthalates","Kidney","continuous",0.253074142615873,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUDMA","LBXSAPSI",-2.83972379918243,0.887344057998332,-3.20025110168458,0.0150605573087434,1592,7,"WTSA2YR","Dimethylarsonic acid (urinary)","Alk Phosphatase","Urinary metals/elements","Liver","continuous",0.25331623683076,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXIPM3","LBXGLU",4.06975488419561,1.20897015035467,3.36629889745556,0.0151114308359138,757,6,NA,"log_URXIPM3","Fasting glucose","Other","Metabolic","continuous",0.25331623683076,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP06","LBXWBCSI",0.415680155094217,0.123519515976946,3.36529941690995,0.015130118580378,1590,6,NA,"1-Hydroxyphenanthrene (PAH)","WBC","PAHs","Hematology","continuous",0.25331623683076,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP10","log_LBXIN",-0.104416293412094,0.0311905889130446,-3.34768585816681,0.0154636512478809,773,6,NA,"1-Hydroxypyrene (PAH)","log_LBXIN","PAHs","Metabolic","continuous",0.257359338625446,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBSE","LBXTC",35.2283768426208,4.47753151732606,7.86781214298607,0.0157732455235149,4855,NA,"WTMEC2YR","Blood selenium","Total cholesterol","Heavy metals","Metabolic","continuous",0.259796619200316,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXPFUA","LBXPLTSI",-5.88944854820865,1.86022532410899,-3.16598665327255,0.0157959317825657,1595,7,NA,"PFUA","Platelets","PFAS","Hematology","continuous",0.259796619200316,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_URXUDMA","LBXSCLSI",0.347012122150882,0.109948614390665,3.15613001649927,0.0160145057366179,1593,7,"WTSA2YR","Dimethylarsonic acid (urinary)","Chloride","Urinary metals/elements","Other","continuous",0.261851216605752,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXBPB","log_LBXSATSI",0.0375513867056715,0.0119663608923242,3.13807907379416,0.0164232026059306,4833,7,NA,"Blood lead","log_LBXSATSI","Heavy metals","Other","continuous",0.26687996405608,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUIO","LBXSTP",-0.034028004246476,0.0108571539786774,-3.13415507538205,0.0165135106544837,1590,7,"WTSA2YR","Urinary iodine","Total protein","Urinary elements","Other","continuous",0.26687996405608,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBCD","BMXBMI",-1.25979097388116,0.259539247862699,-4.85395170193145,0.0166920143185493,4944,NA,"WTMEC2YR","Blood cadmium","BMI","Heavy metals","Anthropometric","continuous",0.26687996405608,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHBP","BMXBMI",-1.0458138928111,0.334571291124332,-3.1258327314834,0.0167068005647174,1597,7,NA,"MHBP (phthalate)","BMI","Phthalates","Anthropometric","continuous",0.26687996405608,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP2","BMXBMI",-0.765815956875839,0.245305562335406,-3.12188582103466,0.0167993110421567,1599,7,NA,"log_URXOP2","BMI","Other","Anthropometric","continuous",0.26687996405608,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX24D","log_HOMA_IR",-0.077626940838146,0.0237025093267871,-3.2750515891757,0.0169269507110183,771,6,NA,"log_URX24D","log_HOMA_IR","Other","Metabolic","continuous",0.267388441740153,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBCD","BMXWAIST",-2.75480196906627,0.580940404627313,-4.74196999747941,0.0177866270095393,4756,NA,"WTMEC2YR","Blood cadmium","Waist circumference","Heavy metals","Anthropometric","continuous",0.279389938868943,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_LBXBGM","LBDHDD",1.14024733520904,0.370628556898441,3.07652314962198,0.0179026145830888,4856,7,"WTMEC2YR","Methylmercury (blood)","HDL cholesterol","Heavy metals","Metabolic","continuous",0.279640840079979,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUP8","LBXSCLSI",0.346638375608386,0.113001056311293,3.06756756904532,0.0181294084029877,1579,7,"WTSA2YR","Urinary perchlorate","Chloride","Urinary elements","Other","continuous",0.281610143859742,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP04","log_LBXSASSI",-0.0451886144573097,0.014076255954113,-3.21027229148287,0.0183607279607169,1572,6,NA,"2-Hydroxyfluorene (PAH)","log_LBXSASSI","PAHs","Other","continuous",0.281995202556917,1,TRUE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP04","PHQ9_total",0.595877392686065,0.185772415278622,3.20756659051004,0.018423438850654,1484,6,NA,"2-Hydroxyfluorene (PAH)","PHQ-9 depression score","PAHs","Mental health","continuous",0.281995202556917,1,TRUE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUCS","LBXSUA",-0.342046454718763,0.106966956089881,-3.1976833521499,0.0186545040313542,1589,6,NA,"Urinary cesium","Uric acid","Urinary metals/elements","Metabolic","continuous",0.281995202556917,1,TRUE,FALSE,FALSE,FALSE,"Negative"
